2021-01-06 15:39:43,423 [INFOR] ForkPoolWorker-3(39344):MainThread        (4669627904) | common.prepare_targets:228 - 1/2 Domain lookup start.
2021-01-06 15:43:24,306 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /old.tar.bz2  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:24,641 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_4(123145431187456) | scanner.http_request:180 - --> /data.tgz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:24,647 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /www.tar.bz2  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:25,076 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /_mem_bin  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:25,080 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /sql.rar  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:25,116 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /sql.tar.bz2  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:25,377 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_9(123145457463296) | scanner.http_request:180 - --> /ftp.tar.gz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:25,579 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_4(123145431187456) | scanner.http_request:180 - --> /cgi-pub  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:26,018 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /_vti_log  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:26,178 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /database.rar  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:26,433 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_8(123145452208128) | scanner.http_request:180 - --> /db.rar  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:26,745 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /inetpub  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:27,061 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_4(123145431187456) | scanner.http_request:180 - --> /WEB-INF/classes/conf/product.properties  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:27,258 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /swagger/index.html  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:27,755 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_8(123145452208128) | scanner.http_request:180 - --> /api/swagger-ui.html  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:27,780 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /inetsrv  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:27,824 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /tools.tar.gz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:28,205 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_9(123145457463296) | scanner.http_request:180 - --> /composer/send_email?to=orangetest@nogg&url=http://ww.cctvasdfasfsaasfasfs.com  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:28,600 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /iishelp  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:29,089 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /api/jolokia  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:29,140 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /WEB-INF/classes/jdbc.properties  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:29,316 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /ftp.tar.bz2  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:29,652 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /api/flyway  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:30,196 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_9(123145457463296) | scanner.http_request:180 - --> /v1.8/swagger-ui.html  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:30,302 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /api/threaddump  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:30,643 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /../../../../../../../../../../../../../etc/shells  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:31,085 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /gateway/actuator/jolokia  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:31,272 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /tmp.tgz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:31,543 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /error  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:31,552 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /db.tar.bz2  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:31,641 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_4(123145431187456) | scanner.http_request:180 - --> /WEB-INF/classes/passport.properties  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:31,971 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /admin.zip  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:32,570 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /upload.tar.bz2  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:32,837 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_9(123145457463296) | scanner.http_request:180 - --> /resin-admin/  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:33,059 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_8(123145452208128) | scanner.http_request:180 - --> /liquibase  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:33,582 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /prometheus  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:33,734 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /scripts/samples  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:34,856 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /test.rar  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:34,887 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /temp.tgz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:35,521 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /api/actuator/heapdump  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:35,547 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /WEB-INF/classes/applicationContext-quartz.xml  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:35,767 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /x.ida  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:35,799 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /monitor/threaddump  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:35,994 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_9(123145457463296) | scanner.http_request:180 - --> /jmx-console/HtmlAdaptor  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:36,233 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /build.sh  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:36,328 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /backup.tar.gz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:37,371 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /gateway/actuator/hystrix.stream  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:37,649 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /actuator/hystrix.stream  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:38,614 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /sftp-config.json  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:38,755 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /api/gateway/actuator/configprops  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:38,771 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /.idea/modules.xml  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:39,676 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_4(123145431187456) | scanner.http_request:180 - --> /script  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:39,961 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /test.php  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:40,233 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /web.rar  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:40,662 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /_private  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:40,883 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /core  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:41,358 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_4(123145431187456) | scanner.http_request:180 - --> /WEB-INF/spring-cfg/applicationContext.xml  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:41,832 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /v2.3/swagger-ui.html  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:42,106 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /run.sh  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:42,684 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_4(123145431187456) | scanner.http_request:180 - --> /swagger-ui.html  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:42,765 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /winnt  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:42,815 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /api/gateway/actuator  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:43,357 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /javax.faces.resource.../WEB-INF/web.xml.jsf  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:43,836 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_8(123145452208128) | scanner.http_request:180 - --> /db.conf  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:44,394 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_4(123145431187456) | scanner.http_request:180 - --> /actuator/heapdump  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:44,897 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /isapi  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:44,943 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /api/refresh  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:45,309 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /../../../../../../../../../../../../../etc/profile  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:45,821 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /_vti_txt  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:47,109 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /api/dump  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:47,469 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_8(123145452208128) | scanner.http_request:180 - --> /resin-doc/resource/tutorial/jndi-appconfig/test?inputFile=/etc/profile  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:47,518 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /phpMyAdmin/index.php  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:48,856 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /key.txt  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:48,875 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /api/prometheus  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:49,354 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_7(123145446952960) | scanner.http_request:180 - --> /monitor/auditevents  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:50,015 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_3(123145425932288) | scanner.http_request:180 - --> /.ssh/authorized_keys  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:50,077 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /tmp  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:51,369 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /api/v2.2/swagger-ui.html  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:51,745 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /api/swagger/swagger-ui.html  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:52,375 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_2(123145420677120) | scanner.http_request:180 - --> /api/info  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:52,758 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /db.zip  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:54,059 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /editor/ckeditor/samples/sample_posteddata.php  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:54,400 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /WEB-INF/classes/application.properties  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:55,051 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /monitor/configprops  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:55,998 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_9(123145457463296) | scanner.http_request:180 - --> /WebSer~1  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:57,343 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_9(123145457463296) | scanner.http_request:180 - --> /back.tar.bz2  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:57,408 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /upload.zip  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:43:58,447 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_6(123145441697792) | scanner.http_request:180 - --> /1.tar.gz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:44:00,723 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_1(123145415421952) | scanner.http_request:180 - --> /db.tar.gz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:44:00,845 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /www.tgz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:44:01,320 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_0(123145410166784) | scanner.http_request:180 - --> /WEB-INF/classes/conf/jdbc.properties  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:44:01,457 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_9(123145457463296) | scanner.http_request:180 - --> /web.tar.gz  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:44:02,163 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /metrics  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
2021-01-06 15:44:03,128 [DEBUG] ForkPoolWorker-6(39352):ThreadPoolExecutor-0_5(123145436442624) | scanner.http_request:180 - --> /~bin  (404, {'Content-Type': 'application/json; charset=utf-8', 'Content-Encoding': 'gzip', 'Connection': 'close', 'Content-Length': '31'})
